"...1","id","group","revenue_group","transboundary","type","Ult_BO","Multi_ent"
814,"Estrella de Mar Company","unknown","Unreported","unknown","Company",NA,NA
815,"Irish Trout S.p.A. Carriers","unknown","Unreported","unknown","Company",NA,NA
816,"Barents Sea Shrimp GmbH & Co. KG Cargo","unknown","Unreported","unknown","Company",NA,NA
817,"bái suō wěn lú GmbH","unknown","Unreported","unknown","Company",NA,NA
818,"Matshakala Pic and Son's","unknown","Unreported","unknown","Company",NA,NA
819,"Mar de la Aventura AB","unknown","Unreported","unknown","Company",NA,NA
820,"Surf's Up s America Plc Solutions","unknown","Unreported","unknown","Company",NA,NA
821,"4 S.A. de C.V.","unknown","Unreported","unknown","Company",NA,NA
822,"Uttarakhand  Market Sp Bonito","unknown","Unreported","unknown","Company",NA,NA
823,"Bahía del Este AG","unknown","Unreported","unknown","Company",NA,NA
824,"South Marine conservation Sagl Solutions","unknown","Unreported","unknown","Company",NA,NA
825,"Arunachal Pradesh s Ltd. Liability Co Marine sanctuary","unknown","Unreported","unknown","Company",NA,NA
826,"Turkish Sword Sagl Seafarer","unknown","Unreported","unknown","Company",NA,NA
827,"Barco de Plata SE Carriers","unknown","Unreported","unknown","Company",NA,NA
828,"Playa del Sol Sandbar LLC Enterprises","unknown","Unreported","unknown","Company",NA,NA
829,"xiǎo lóng xiā AG","unknown","Unreported","unknown","Company",NA,NA
830,"Olas del Mar OJSC and","unknown","Unreported","unknown","Company",NA,NA
831,"Coral del Cielo Shipping","unknown","Unreported","unknown","Company",NA,NA
832,"2 Ltd. Liability Co","unknown","Unreported","unknown","Company",NA,NA
833,"Zambezi River   S.A. de C.V. Carriers","unknown","Unreported","unknown","Company",NA,NA
834,"CoralCrest Ltd. Corporation Cargo","unknown","Unreported","unknown","Company",NA,NA
835,"Water World Limited Liability Company Freight","unknown","Unreported","unknown","Company",NA,NA
836,"Adriatic Catch SRL Line","unknown","Unreported","unknown","Company",NA,NA
837,"AquaDelight Corp Marine ecology","unknown","Unreported","unknown","Company",NA,NA
838,"Karnataka Sea  ОАО Consultants","unknown","Unreported","unknown","Company",NA,NA
839,"Faroe Islands Crab NV","unknown","Unreported","unknown","Company",NA,NA
840,"SeaScape Foods Ltd. Liability Co Delivery","unknown","Unreported","unknown","Company",NA,NA
841,"Mar de Cristalino Inc","unknown","Unreported","unknown","Company",NA,NA
842,"Savaneta SE Marine conservation","unknown","Unreported","unknown","Company",NA,NA
843,"SeaSplash Foods Corporation Freight","unknown","Unreported","unknown","Company",NA,NA
844,"Jammu GmbH & Co. KG","unknown","Unreported","unknown","Company",NA,NA
845,"Victoria Falls   Cargo ship","unknown","Unreported","unknown","Company",NA,NA
846,"Playa del Tesoro S.A. de C.V. Line","unknown","Unreported","unknown","Company",NA,NA
847,"Playa de Arena NV Logistics","unknown","Unreported","unknown","Company",NA,NA
848,"Scottish Lobster Ltd. Corporation","unknown","Unreported","unknown","Company",NA,NA
849,"Group Ray LLC Transportation","unknown","Unreported","unknown","Company",NA,NA
850,"Volga River Navigation SE Marine biology","unknown","Unreported","unknown","Company",NA,NA
851,"Greek Mackerel Aqua Inc United","unknown","Unreported","unknown","Company",NA,NA
852,"Benguela Current   Marine sanctuary","unknown","Unreported","unknown","Company",NA,NA
853,"SilverScales Aquatic GmbH & Co. KG Carriers","unknown","Unreported","unknown","Company",NA,NA
854,"Surf and Sand Ltd","unknown","Unreported","unknown","Company",NA,NA
855,"Mar del Placer Ltd Delivery","unknown","Unreported","unknown","Company",NA,NA
856,"Danish Shrimp Ltd. Corporation","unknown","Unreported","unknown","Company",NA,NA
857,"Sahara  LLC Investment Sea","unknown","Unreported","unknown","Company",NA,NA
858,"Dnipro  & CJSC Consultants","unknown","Unreported","unknown","Company",NA,NA
859,"Marine Mermaids Incorporated Consultants","unknown","Unreported","unknown","Company",NA,NA
860,"Surf and Sand Eel","unknown","Unreported","unknown","Company",NA,NA
861,"Océano Azul GmbH Shipping","unknown","Unreported","unknown","Company",NA,NA
862,"Bay of Bengal's N.V. and Son's","unknown","Unreported","unknown","Company",NA,NA
863,"Great Ruaha River  Yacht","unknown","Unreported","unknown","Company",NA,NA
864,"Bahía de Coral Plc Export","unknown","Unreported","unknown","Company",NA,NA
865,"Estrella de Mar ОАО","unknown","Unreported","unknown","Company",NA,NA
866,"Ronan N.V. Marine ecology","unknown","Unreported","unknown","Company",NA,NA
867,"Estrella de Mar Company Tilapia","unknown","Unreported","unknown","Company",NA,NA
868,"Nautical Navigators Sp Express","unknown","Unreported","unknown","Company",NA,NA
869,"Bahía del Este Corporation","unknown","Unreported","unknown","Company",NA,NA
870,"Volga River Sagl Logistics","unknown","Unreported","unknown","Company",NA,NA
871,"Bahía del Sol Catfish Corporation Marine","unknown","Unreported","unknown","Company",NA,NA
872,"Hohhot Limited Liability Company","unknown","Unreported","unknown","Company",NA,NA
873,"Italian  A/S & Son's","unknown","Unreported","unknown","Company",NA,NA
874,"Greek Mackerel Hull Inc Export","unknown","Unreported","unknown","Company",NA,NA
875,"Rift Valley fishery Co Cargo","unknown","Unreported","unknown","Company",NA,NA
876,"Olas del Mar Company","unknown","Unreported","unknown","Company",NA,NA
877,"Maacama  Oceanography ОАО Worldwide","unknown","Unreported","unknown","Company",NA,NA
878,"S.A. de C.V. Sp","unknown","Unreported","unknown","Company",NA,NA
879,"WaterWorld NV & Son's","unknown","Unreported","unknown","Company",NA,NA
880,"OceanKing s Sp Line","unknown","Unreported","unknown","Company",NA,NA
881,"Surf and Sand Dashi AG Transit","unknown","Unreported","unknown","Company",NA,NA
882,"Jammu Sextant AG Investment","unknown","Unreported","unknown","Company",NA,NA
883,"Briny - Pic Transit","unknown","Unreported","unknown","Company",NA,NA
884,"Balkan Anchovy N.V. Transit","unknown","Unreported","unknown","Company",NA,NA
885,"Surf's Up  S.p.A. Worldwide","unknown","Unreported","unknown","Company",NA,NA
886,"Seafarer's Club ОАО Line","unknown","Unreported","unknown","Company",NA,NA
887,"Arena de Coral S.A. de C.V.","unknown","Unreported","unknown","Company",NA,NA
888,"Vespuci Marine ecology Seabed","unknown","Unreported","unknown","Company",NA,NA
889,"Estrella del Mar Ltd. Corporation","unknown","Unreported","unknown","Company",NA,NA
890,"Ianira Limited Liability Company Marine","unknown","Unreported","unknown","Company",NA,NA
891,"Guinea Gulf  LC Forwading","unknown","Unreported","unknown","Company",NA,NA
892,"Amur  Laksa S.A. de C.V. Investment","unknown","Unreported","unknown","Company",NA,NA
893,"nián yú Ltd. Corporation Transit","unknown","Unreported","unknown","Company",NA,NA
894,"Skeleton Coast  Kga Cargo","unknown","Unreported","unknown","Company",NA,NA
895,"Caracola del Sol LC","unknown","Unreported","unknown","Company",NA,NA
896,"Mar de la Luna SE","unknown","Unreported","unknown","Company",NA,NA
897,"Seaside Summit _ Oyj Express","unknown","Unreported","unknown","Company",NA,NA
898,"Caspian Sea   Ray LC Marine sanctuary","unknown","Unreported","unknown","Company",NA,NA
899,"Whale Swordfish Inc Marine","unknown","Unreported","unknown","Company",NA,NA
900,"James and Company Consultants","unknown","Unreported","unknown","Company",NA,NA
901,"Selous Game Reserve  AB","unknown","Unreported","unknown","Company",NA,NA
902,"Coral Kingdom Limited Liability Company Investment","unknown","Unreported","unknown","Company",NA,NA
903,"Henan Fish SE Holdings","unknown","Unreported","unknown","Company",NA,NA
904,"Olas del Sur Sagl","unknown","Unreported","unknown","Company",NA,NA
905,"Estrella del Mar AB Marine conservation","unknown","Unreported","unknown","Company",NA,NA
906,"Bahía de Plata GmbH Cargo","unknown","Unreported","unknown","Company",NA,NA
907,"Caracola del Este Cargo","unknown","Unreported","unknown","Company",NA,NA
908,"Dutch Bill  AG Industrial","unknown","Unreported","unknown","Company",NA,NA
909,"West Bengal  Co _","unknown","Unreported","unknown","Company",NA,NA
910,"Belgian Lobster Ltd. Liability Co and Son's","unknown","Unreported","unknown","Company",NA,NA
911,"Atlántico Sur Corporation Breakwater","unknown","Unreported","unknown","Company",NA,NA
912,"Náutica del Sol Pelican","unknown","Unreported","unknown","Company",NA,NA
913,"Bahía de Plata Plc Transport","unknown","Unreported","unknown","Company",NA,NA
914,"Aqua Ventures A/S Transport","unknown","Unreported","unknown","Company",NA,NA
915,"Mar de Coral Marine life","unknown","Unreported","unknown","Company",NA,NA
916,"Mar del Este SE","unknown","Unreported","unknown","Company",NA,NA
917,"Cape of Good Hope   AS","unknown","Unreported","unknown","Company",NA,NA
918,"Madhya Pradesh   Corp Merchants","unknown","Unreported","unknown","Company",NA,NA
919,"Mar del Caribe Corp","unknown","Unreported","unknown","Company",NA,NA
920,"Kariba Dam   CJSC Holdings","unknown","Unreported","unknown","Company",NA,NA
921,"Bahía de Plata Pic Marine","unknown","Unreported","unknown","Company",NA,NA
922,"Ola de la Costa Tidal Incorporated Worldwide","unknown","Unreported","unknown","Company",NA,NA
923,"Belgian Scallop Charter Boat  Inc Freight","unknown","Unreported","unknown","Company",NA,NA
924,"Delphinia Seagrass GmbH Marine sanctuary","unknown","Unreported","unknown","Company",NA,NA
925,"Perla del Mar Ltd","unknown","Unreported","unknown","Company",NA,NA
926,"Mar y Viento AS","unknown","Unreported","unknown","Company",NA,NA
927,"Gujarat  Limited Liability Company Logistics","unknown","Unreported","unknown","Company",NA,NA
928,"Dubingiai Marine sanctuary Surfboard","unknown","Unreported","unknown","Company",NA,NA
929,"Ola Marina AG Export","unknown","Unreported","unknown","Company",NA,NA
930,"Faroe Islands  Ltd. Liability Co","unknown","Unreported","unknown","Company",NA,NA
931,"Estrella del Sol LC","unknown","Unreported","unknown","Company",NA,NA
932,"Jammu & Kashmir  SRL Overseas","unknown","Unreported","unknown","Company",NA,NA
933,"Yu gou  & Ges.m.b.H. Transport","unknown","Unreported","unknown","Company",NA,NA
934,"Ancla de Oro N.V. Holdings","unknown","Unreported","unknown","Company",NA,NA
935,"Playa de la Felicidad Wave","unknown","Unreported","unknown","Company",NA,NA
936,"Mar del Caribe Corporation Services","unknown","Unreported","unknown","Company",NA,NA
937,"SeaBass &  SE Tanker","unknown","Unreported","unknown","Company",NA,NA
938,"SeaSelect Ltd. Corporation Enterprises","unknown","Unreported","unknown","Company",NA,NA
939,"OceanKing s SRL Investment","unknown","Unreported","unknown","Company",NA,NA
940,"TunaTreat Seagrass ОАО Distribution","unknown","Unreported","unknown","Company",NA,NA
941,"FinestTastes Ltd. Liability Co","unknown","Unreported","unknown","Company",NA,NA
942,"Caracola de Coral Shipyard Sp Investment","unknown","Unreported","unknown","Company",NA,NA
943,"Mar del Paraíso S.p.A.","unknown","Unreported","unknown","Company",NA,NA
944,"Yu xian  Sp Brothers","unknown","Unreported","unknown","Company",NA,NA
945,"Kerala  Market Tidal flat","unknown","Unreported","unknown","Company",NA,NA
946,"Blue Water Ventures Company","unknown","Unreported","unknown","Company",NA,NA
947,"AquaDelicious Kelp ОАО Transit","unknown","Unreported","unknown","Company",NA,NA
948,"Dutch Bill  Ltd. Corporation","unknown","Unreported","unknown","Company",NA,NA
949,"Sparrman's bream AS Shipping","unknown","Unreported","unknown","Company",NA,NA
950,"Punjab s Pic Express","unknown","Unreported","unknown","Company",NA,NA
951,"Oceanfront Oases Manatee Ltd. Liability Co Marine life","unknown","Unreported","unknown","Company",NA,NA
952,"Coral del Sur BV Cargo","unknown","Unreported","unknown","Company",NA,NA
953,"Norwegian King Crab SRL Holdings","unknown","Unreported","unknown","Company",NA,NA
954,"Kong zhong diao yu  S.p.A.","unknown","Unreported","unknown","Company",NA,NA
955,"Gulf of Guinea   SRL Marine sanctuary","unknown","Unreported","unknown","Company",NA,NA
956,"TideTurner Cargo  AG Solutions","unknown","Unreported","unknown","Company",NA,NA
957,"Halie Oyj Marine conservation","unknown","Unreported","unknown","Company",NA,NA
958,"Vespuci Seabreeze N.V. Marine biology","unknown","Unreported","unknown","Company",NA,NA
959,"Brisa del Mar GmbH","unknown","Unreported","unknown","Company",NA,NA
960,"Ola del Mar Catchers","unknown","Unreported","unknown","Company",NA,NA
961,"Norwegian Salmon GmbH & Co. KG Import","unknown","Unreported","unknown","Company",NA,NA
962,"Vlei-kurper Motorboat Pic Investment","unknown","Unreported","unknown","Company",NA,NA
963,"Arena del Sol S.p.A.","unknown","Unreported","unknown","Company",NA,NA
964,"Isla Azul Inc Oyster","unknown","Unreported","unknown","Company",NA,NA
965,"Sea Seekers SE Marine biology","unknown","Unreported","unknown","Company",NA,NA
966,"Harbah S.A. de C.V.","unknown","Unreported","unknown","Company",NA,NA
967,"Dutch Bill  Limited Liability Company Line","unknown","Unreported","unknown","Company",NA,NA
968,"Enterprises Limited Liability Company","unknown","Unreported","unknown","Company",NA,NA
969,"Rift Valley fishery LLC Services","unknown","Unreported","unknown","Company",NA,NA
970,"Danish Shrimp LLC Carriers","unknown","Unreported","unknown","Company",NA,NA
971,"Lake Edward  Ltd Oyster","unknown","Unreported","unknown","Company",NA,NA
972,"Yu er he  Krill","unknown","Unreported","unknown","Company",NA,NA
973,"Banded tilapia Limited Liability Company Carriers","unknown","Unreported","unknown","Company",NA,NA
974,"Caracola del Sol Seabass","unknown","Unreported","unknown","Company",NA,NA
975,"zūn yú Oyj Overseas","unknown","Unreported","unknown","Company",NA,NA
976,"Dubingiai GmbH & Co. KG","unknown","Unreported","unknown","Company",NA,NA
977,"Andhra Pradesh   Plc Line","unknown","Unreported","unknown","Company",NA,NA
978,"Mar de Cielo A/S","unknown","Unreported","unknown","Company",NA,NA
979,"Odisha  Limited Liability Company Cargo","unknown","Unreported","unknown","Company",NA,NA
980,"Sea Spray Limited Liability Company Worldwide","unknown","Unreported","unknown","Company",NA,NA
981,"Aqua Azul Pic Overseas","unknown","Unreported","unknown","Company",NA,NA
982,"PacificPlates Limited Liability Company","unknown","Unreported","unknown","Company",NA,NA
983,"CoralCove Captain AG Overseas","unknown","Unreported","unknown","Company",NA,NA
984,"Andhra Pradesh  Limited Liability Company Ray","unknown","Unreported","unknown","Company",NA,NA
985,"CoralCove Foods ОАО Marine life","unknown","Unreported","unknown","Company",NA,NA
986,"Isla Azul GmbH & Co. KG Marine sanctuary","unknown","Unreported","unknown","Company",NA,NA
987,"Anthony Pelican Corporation Export","unknown","Unreported","unknown","Company",NA,NA
988,"Playa de la Felicidad A/S","unknown","Unreported","unknown","Company",NA,NA
989,"Victoria Falls   Kga United","unknown","Unreported","unknown","Company",NA,NA
990,"OceanSavor Laksa Plc & Son's","unknown","Unreported","unknown","Company",NA,NA
991,"8 GmbH & Co. KG Worldwide","unknown","Unreported","unknown","Company",NA,NA
992,"Belgian Lobster Coral Reef OJSC Transit","unknown","Unreported","unknown","Company",NA,NA
993,"Daniel Starfish SRL Solutions","unknown","Unreported","unknown","Company",NA,NA
994,"Water Wonders N.V. Logistics","unknown","Unreported","unknown","Company",NA,NA
995,"Sea Striders Ltd. Corporation Forwading","unknown","Unreported","unknown","Company",NA,NA
996,"Lake Edward  S.A. de C.V. Transit","unknown","Unreported","unknown","Company",NA,NA
997,"Kallianassa Ltd. Liability Co","unknown","Unreported","unknown","Company",NA,NA
998,"Yu gan  AS Whale","unknown","Unreported","unknown","Company",NA,NA
999,"Ola del Este LC","unknown","Unreported","unknown","Company",NA,NA
1000,"Namib Desert  Limited Liability Company Holdings","unknown","Unreported","unknown","Company",NA,NA
1001,"Seaside Summit Solutions Estuary","unknown","Unreported","unknown","Company",NA,NA
1002,"Saltwater Solutions BV &","unknown","Unreported","unknown","Company",NA,NA
1003,"Stichting Hijiki Sagl & Son's","unknown","Unreported","unknown","Company",NA,NA
1004,"Náutica del Mar S.A. de C.V. Carriers","unknown","Unreported","unknown","Company",NA,NA
1005,"Costa del Sol Carriers","unknown","Unreported","unknown","Company",NA,NA
1006,"Ancla de Oro United Yacht","unknown","Unreported","unknown","Company",NA,NA
1007,"Playa de Oro Company","unknown","Unreported","unknown","Company",NA,NA
1008,"Sparrmans  Swordfish Ges.m.b.H. Merchants","unknown","Unreported","unknown","Company",NA,NA
1009,"Gulf of Guinea   Oceanography","unknown","Unreported","unknown","Company",NA,NA
1010,"Senegal River  LLC Export","unknown","Unreported","unknown","Company",NA,NA
1011,"Irtysh  LC Marine ecology","unknown","Unreported","unknown","Company",NA,NA
1012,"Ocean Odyssey Salmon S.p.A. Brothers","unknown","Unreported","unknown","Company",NA,NA
1013,"Jammu & Kashmir  AB Tsunami","unknown","Unreported","unknown","Company",NA,NA
1014,"Balkan Pike Marine biology","unknown","Unreported","unknown","Company",NA,NA
1015,"Turkish Sword LLC Cargo","unknown","Unreported","unknown","Company",NA,NA
1016,"The Salted Pearl Inc Cargo","unknown","Unreported","unknown","Company",NA,NA
1017,"Marmooska Ltd. Liability Co Enterprises","unknown","Unreported","unknown","Company",NA,NA
1018,"Playa de Oro Plc","unknown","Unreported","unknown","Company",NA,NA
1019,"Océano del Este & Son's","unknown","Unreported","unknown","Company",NA,NA
1020,"Náutica del Mar Underwater","unknown","Unreported","unknown","Company",NA,NA
1021,"Albertine Rift  OJSC Transport","unknown","Unreported","unknown","Company",NA,NA
1022,"Dutch  Export Marine sanctuary","unknown","Unreported","unknown","Company",NA,NA
1023,"Playa de Coral Brothers Kelp","unknown","Unreported","unknown","Company",NA,NA
1024,"Tamil Nadu  Market Incorporated Freight","unknown","Unreported","unknown","Company",NA,NA
1025,"Company Limited Liability Company","unknown","Unreported","unknown","Company",NA,NA
1026,"Norwegian Salmon Incorporated and Son's","unknown","Unreported","unknown","Company",NA,NA
1027,"Karnataka  Oyster  N.V. Overseas","unknown","Unreported","unknown","Company",NA,NA
1028,"Baltic Sprat Ges.m.b.H. Enterprises","unknown","Unreported","unknown","Company",NA,NA
1029,"jīn qiāng yú AG","unknown","Unreported","unknown","Company",NA,NA
1030,"Aqua Adventures Ltd. Corporation","unknown","Unreported","unknown","Company",NA,NA
1031,"Náutica del Mar GmbH & Co. KG","unknown","Unreported","unknown","Company",NA,NA
1032,"Zambezi Gorge  Salmon LLC United","unknown","Unreported","unknown","Company",NA,NA
1033,"Neptune's Bounty Sagl Dry dock","unknown","Unreported","unknown","Company",NA,NA
1034,"Fisherman's Best A/S Export","unknown","Unreported","unknown","Company",NA,NA
1035,"Lake Kivu   Limited Liability Company","unknown","Unreported","unknown","Company",NA,NA
1036,"Seashell Seekers S.A. de C.V.","unknown","Unreported","unknown","Company",NA,NA
1037,"Kerala   Limited Liability Company Overseas","unknown","Unreported","unknown","Company",NA,NA
1038,"Icelandic Cat CJSC Logistics","unknown","Unreported","unknown","Company",NA,NA
1039,"Arunachal Pradesh s AS Eel","unknown","Unreported","unknown","Company",NA,NA
1040,"Mar del Caribe Pelican","unknown","Unreported","unknown","Company",NA,NA
1041,"Estrella de Mar Ltd. Corporation","unknown","Unreported","unknown","Company",NA,NA
1042,"Victoria Falls   Ges.m.b.H. -","unknown","Unreported","unknown","Company",NA,NA
1043,"Charles Ltd. Liability Co & Son's","unknown","Unreported","unknown","Company",NA,NA
1044,"Lake Turkana  AS Barge","unknown","Unreported","unknown","Company",NA,NA
1045,"Uttar Pradesh Sea  Limited Liability Company","unknown","Unreported","unknown","Company",NA,NA
1046,"Ola del Mar Pic","unknown","Unreported","unknown","Company",NA,NA
1047,"Aqua Anchor Salt spray Incorporated Marine biology","unknown","Unreported","unknown","Company",NA,NA
1048,"Náutica del Norte Corp","unknown","Unreported","unknown","Company",NA,NA
1049,"Playa de Arena Corp","unknown","Unreported","unknown","Company",NA,NA
1050,"SilverStream Abalone Ltd Marine","unknown","Unreported","unknown","Company",NA,NA
1051,"Blue Ridge   GmbH Flotsam","unknown","Unreported","unknown","Company",NA,NA
1052,"Arunachal Pradesh s ОАО","unknown","Unreported","unknown","Company",NA,NA
1053,"qīng yú BV Herring","unknown","Unreported","unknown","Company",NA,NA
1054,"Tristen Kga and Son's","unknown","Unreported","unknown","Company",NA,NA
1055,"Ola Azul Aqua Kga Shipping","unknown","Unreported","unknown","Company",NA,NA
1056,"SeaFarms  Ltd. Liability Co Brothers","unknown","Unreported","unknown","Company",NA,NA
1057,"Faroe Islands Shrimp -","unknown","Unreported","unknown","Company",NA,NA
1058,"Stichting Compass SRL Shipping","unknown","Unreported","unknown","Company",NA,NA
1059,"Wave Watchers Plc Transport","unknown","Unreported","unknown","Company",NA,NA
1060,"Fisherman'sFriend Marine Corp Marine biology","unknown","Unreported","unknown","Company",NA,NA
1061,"SeaSelect Foods Tidal flat Plc Transit","unknown","Unreported","unknown","Company",NA,NA
1062,"Saltwater Sizzle Ltd. Liability Co Consultants","unknown","Unreported","unknown","Company",NA,NA
1063,"Océano del Este LLC","unknown","Unreported","unknown","Company",NA,NA
1064,"Lake Kivu   Barge N.V. Delivery","unknown","Unreported","unknown","Company",NA,NA
1065,"Playa del Tesoro Brothers","unknown","Unreported","unknown","Company",NA,NA
1066,"Mar del Oeste Ltd. Corporation","unknown","Unreported","unknown","Company",NA,NA
1067,"Mar del Caribe Solutions","unknown","Unreported","unknown","Company",NA,NA
1068,"OceanKing s S.p.A. Tom yum","unknown","Unreported","unknown","Company",NA,NA
1069,"Viento Azul LLC Marine","unknown","Unreported","unknown","Company",NA,NA
1070,"Mar de Plata Mussel A/S Marine biology","unknown","Unreported","unknown","Company",NA,NA
1071,"Nagaland Sea Catch Estuary S.p.A. Line","unknown","Unreported","unknown","Company",NA,NA
1072,"Atlantic Ocean Coast  S.p.A.","unknown","Unreported","unknown","Company",NA,NA
1073,"French Sardine Consultants Krill","unknown","Unreported","unknown","Company",NA,NA
1074,"Oranjestad Limited Liability Company","unknown","Unreported","unknown","Company",NA,NA
1075,"Costa de la Felicidad and Sagl Marine","unknown","Unreported","unknown","Company",NA,NA
1076,"SaltwaterSupplies Seafoam CJSC Shipping","unknown","Unreported","unknown","Company",NA,NA
1077,"French Crab Caviar Kga Worldwide","unknown","Unreported","unknown","Company",NA,NA
1078,"Caracola del Sol Surf S.p.A. Marine life","unknown","Unreported","unknown","Company",NA,NA
1079,"Costa de Oro GmbH & Co. KG","unknown","Unreported","unknown","Company",NA,NA
1080,"Black Sea  CJSC Jetsam","unknown","Unreported","unknown","Company",NA,NA
1081,"Surf and Sand Ocean","unknown","Unreported","unknown","Company",NA,NA
1082,"Delhi   Surf Ltd and Son's","unknown","Unreported","unknown","Company",NA,NA
1083,"SeaBass Company Beachcomber N.V. Delivery","unknown","Unreported","unknown","Company",NA,NA
1084,"Melanippe GmbH & Co. KG","unknown","Unreported","unknown","Company",NA,NA
1085,"Baltic Herring GmbH Consultants","unknown","Unreported","unknown","Company",NA,NA
1086,"Belgian Cod Corp Beach","unknown","Unreported","unknown","Company",NA,NA
1087,"Black Sea Carp Oyj","unknown","Unreported","unknown","Company",NA,NA
1088,"Diàoyú Barracuda Corp Industrial","unknown","Unreported","unknown","Company",NA,NA
1089,"CoastalCuisine Sp & Son's","unknown","Unreported","unknown","Company",NA,NA
1090,"Playa del Sol Incorporated","unknown","Unreported","unknown","Company",NA,NA
1091,"Marine Muse Ltd Holdings","unknown","Unreported","unknown","Company",NA,NA
1092,"Saltwater Sisters AS Worldwide","unknown","Unreported","unknown","Company",NA,NA
1093,"Seabirds Limited Liability Company Marine biology","unknown","Unreported","unknown","Company",NA,NA
1094,"Costa de Coral Sagl Export","unknown","Unreported","unknown","Company",NA,NA
1095,"Romero Ltd. Corporation Solutions","unknown","Unreported","unknown","Company",NA,NA
1096,"Eukrante Ltd. Corporation Forwading","unknown","Unreported","unknown","Company",NA,NA
1097,"Chuan gou  A/S Seagrass","unknown","Unreported","unknown","Company",NA,NA
1098,"Náutica del Norte A/S Express","unknown","Unreported","unknown","Company",NA,NA
1099,"Ocean Quest Sagl Carriers","unknown","Unreported","unknown","Company",NA,NA
1100,"Skeleton Coastline AS Marine","unknown","Unreported","unknown","Company",NA,NA
1101,"Sailors and Surfers Oceanfront","unknown","Unreported","unknown","Company",NA,NA
1102,"Brisa del Mar S.A. de C.V. United","unknown","Unreported","unknown","Company",NA,NA
1103,"Balkan  Ltd. Liability Co","unknown","Unreported","unknown","Company",NA,NA
1104,"xún yú Coast Pic Freight","unknown","Unreported","unknown","Company",NA,NA
1105,"Surf  S.A. de C.V.","unknown","Unreported","unknown","Company",NA,NA
1106,"Norwegian Salmon Sagl Shipping","unknown","Unreported","unknown","Company",NA,NA
1107,"Cameroon Estuary  AB Marine ecology","unknown","Unreported","unknown","Company",NA,NA
1108,"CoralCuisine Trout Ltd Transit","unknown","Unreported","unknown","Company",NA,NA
1109,"Punjab s Ltd. Corporation","unknown","Unreported","unknown","Company",NA,NA
1110,"Orange River   AS Carriers","unknown","Unreported","unknown","Company",NA,NA
1111,"Tiao piao  OJSC Coast","unknown","Unreported","unknown","Company",NA,NA
1112,"Lake Nasser  Marine ecology","unknown","Unreported","unknown","Company",NA,NA
1113,"Gambia River   LC Shipyard","unknown","Unreported","unknown","Company",NA,NA
1114,"CoralCoast S.A. de C.V. Delivery","unknown","Unreported","unknown","Company",NA,NA
1115,"Zanzibar Archipelago   AB Delivery","unknown","Unreported","unknown","Company",NA,NA
1116,"Playa del Tesoro S.p.A.","unknown","Unreported","unknown","Company",NA,NA
1117,"Aqua Gourmet Dry dock","unknown","Unreported","unknown","Company",NA,NA
1118,"SeaScape Foods Ltd Freight","unknown","Unreported","unknown","Company",NA,NA
1119,"Lake Manyara   N.V. Brothers","unknown","Unreported","unknown","Company",NA,NA
1120,"West Bengal  AG Seabass","unknown","Unreported","unknown","Company",NA,NA
1121,"Bahía del Sol Inc","unknown","Unreported","unknown","Company",NA,NA
1122,"Aqua Ventures Ray A/S Services","unknown","Unreported","unknown","Company",NA,NA
1123,"Lake Edward  Ltd. Liability Co","unknown","Unreported","unknown","Company",NA,NA
1124,"Yu wo  NV Line","unknown","Unreported","unknown","Company",NA,NA
1125,"Mar de Cristal Inc","unknown","Unreported","unknown","Company",NA,NA
1126,"OceanFront Foods Ltd Holdings","unknown","Unreported","unknown","Company",NA,NA
1127,"Estrella de la Costa S.p.A. Marine","unknown","Unreported","unknown","Company",NA,NA
1128,"hǎi mǎ Ltd. Corporation","unknown","Unreported","unknown","Company",NA,NA
1129,"Mar de Estrellas ОАО","unknown","Unreported","unknown","Company",NA,NA
1130,"Portuguese Sea Bass SRL Marine ecology","unknown","Unreported","unknown","Company",NA,NA
1131,"Greek Sea Bream Ltd & Son's","unknown","Unreported","unknown","Company",NA,NA
1132,"Brisa del Mar Shipyard S.A. de C.V. Express","unknown","Unreported","unknown","Company",NA,NA
1133,"Olas del Mar Corp & Son's","unknown","Unreported","unknown","Company",NA,NA
1134,"Cape Verde Islands  Co Cargo","unknown","Unreported","unknown","Company",NA,NA
1135,"Bahía del Sol Regatta","unknown","Unreported","unknown","Company",NA,NA
1136,"Ob River Ges.m.b.H. Logistics","unknown","Unreported","unknown","Company",NA,NA
1137,"Kong zhong diao yu  OJSC","unknown","Unreported","unknown","Company",NA,NA
1138,"Beachcombers Cargo ship AG Transport","unknown","Unreported","unknown","Company",NA,NA
1139,"Coral Cove Sp Shipping","unknown","Unreported","unknown","Company",NA,NA
1140,"Corp S.A. de C.V.","unknown","Unreported","unknown","Company",NA,NA
1141,"Costa de Coral ОАО Underwater","unknown","Unreported","unknown","Company",NA,NA
1142,"Wave Riders Buoy A/S Forwading","unknown","Unreported","unknown","Company",NA,NA
1143,"Konkan Coast  ОАО and Son's","unknown","Unreported","unknown","Company",NA,NA
1144,"Tamil  SRL & Son's","unknown","Unreported","unknown","Company",NA,NA
1145,"The Salty Pearl Harbor","unknown","Unreported","unknown","Company",NA,NA
1146,"Black Sea Anchovy Saltwater AG Cargo","unknown","Unreported","unknown","Company",NA,NA
1147,"Sea Spray Inc America","unknown","Unreported","unknown","Company",NA,NA
1148,"Caracola del Mar Ltd. Liability Co","unknown","Unreported","unknown","Company",NA,NA
